,review_cleaned
5522,not sure intrigues movie. grainy poorly written bleached often ridiculous many points mind numbingly dull person watching fell asleep twice. yet something film fascinates though not sure perhaps character sam enormous former patient lobotimized former head doctor perpetually sucking ice pop marvelously played head doctor forget name .anyway watch form opinion one greatest endings seen film.
25841,episodes series one holds closest roddenberry original tenet. according book making star trek roddenberry writer guide story writers states alien creature matter hideously ugly impossible believe benign malicious must hold semblance humanity tv viewing public empathize relate. devil dark horta resembles nothing less large blob cow dung mother protecting babies ball shaped silicon nodules miners keep finding throughout mine passages destroying idea! one absolute favorite episodes!
7365,memoirs geisha visually stunning melodrama seems like camp drag queen satire anything real people.the first half film defensively keeps insisting geishas neither prostitutes concubines embodiment traditional japanese beauty. one breathtaking dance rest movie degenerates pretty baby storyville territory least vashti esther purim story women efforts art artifice entertaining much much older drunken boorish men. maybe japanese culture prostituted not american louts world war ii.perhaps strain speaking english ziyi zhang shows barely little great flare demonstrated house flying daggers shi mian mai fu hero ying xiong. michelle yeoh occasionally gets project glimmer assured performance crouching tiger hidden dragon wo hu cang long. li gong shows real life. otherwise kept picturing charles ludlam various roles even cillian murphy kabuki theater particularly plot dragged cat fight cat fight.the supposed love story zero chemistry mostly due age differences mostly felt sorry ken watanabe hoped hollywood pay check compensated loss dignity mysterious chairman. remember emotion portrait jennie young girl anxious grow jennifer jones please joseph cotton.we see brief glimpses reality geishas pose regular women photographic attractions ageless ziyi zhang lives war years colorful kimono dying operation. finale little sense normality.the score includes many chopped traditional melodies cello yo yo violin yitzhack pearlman instead traditional instrumentation beautiful listen accompaniment lovely cinematography long one completely ignores plot stiff acting.as mind wandered wondered great japanese directors samurai movies would dealt story probably would formal lot emotional.
9531,early step step came tedious combination ultra cheesy full house long defunct loopy classic hit brady bunch. differences step step two aforementioned shows course better writing excellent comedic timing almost actors great deal funnier situations not quite sugar coated extremely popular predecessors. admittedly though even big boosts show basic dynamics still not exactly spectacular really even memorable long line corny family programming! much better time passer might say comparison cutesy migraine inducing full house coincidentally ran neck neck step step time period terms overall popularity. show syndication obviously certainly suitable family fare sure not expect much beyond watching.
7220,wallflower tossed sea dreams pirate fantasy damsel love pirate apprentice. energetic good natured perhaps shoddy enterprise failed musical send pirates penzance cheap backlot feel wan bubblegum songs constant leering overacting. kristy mcnichol film career took real hit leading man christopher atkins not get grip particular emotion voice wobbling search appropriate tone. wonder best title could come level wit going actual script? movie grease like affection musicals not gel penchant slapstick la airplane! although mcnichol works overtime effervescent nearly makes limp handling look endearing. part embarrassment. from
1710,man really wanted like shows. starving good television applaud tnt providing opportunites. sadly minority guess comes cinematic stephen king. brilliant king writing irony simply not translate well screen big small. exceptions king experience not filmed impact stories read. many people would disagree sure heart hearts admit best filmed king story pale memory one read. reason simple. average king story takes place mind scape characters story. gives us glimpses inner thoughts emotions sometimes fractured unreal points view. short king takes reader places not put panavision camera. audience watching filmed king left less half information reader access. not far stretch claim one becomes character king story read whereas one limited petty voyeurism character filmed. long king writes hollywood try shooting everything comes word processor without regard whether not. not blame filmmakers trying takes incredible amount talent circumspection pull elusive stephen king adaptation works. task akin turning lead gold arcane zen mastery. oh well better luck next time.
26941,poor film standard. story match point certain intrigue direction writing certain fascination woody allen mixing culture classic english murder exploring done .scoop however none. poorly written two leads hopelessly wooden story interest. genre spoofs requires least sort subplot witty explanations tie ups tarot cards keys kept french horns locked rooms? .allen delightful witty versions various hollywood genres curse jade scorpion purple rose cairo etc given us much pleasure years. even hollywood ending great central idea. sadly inspiration deserted time.
14085,first half movie pure delight. novel. funny. wonderful performances. close knit brother sister living manhattan fall woman! adult. bright. witty. could ask. romantic comedy starts refreshing. heads unexplored territory. falls apart.it goes universal adult comedy coming age coming closet story done many times. disappointment. people film begins promise. need turn pedestrian film. freeze frame ending shot heather graham jumping air celebrate happiness finding underlines banality last part film.it could different. could magical. ended old old.
37931,fascinating look behind scenes really good movie get made producers director cast simply refuse quit. guys encountered serious obstacles throughout two years project miniscule budget trouble script script writer finished product not first envisioned probably turned interesting movie set make goes show punk mentality ... without backing money help ... figure fly want. really liked documentary movie know viewers see learn things not know. movie truly one kind ... hard classify pieces sci fi suspense also make movie. tells truth films get made go wrong overcome. especially liked music written ed ivey. guys know produce good movie shoe string creative know build props dollys staging lighting scavenge ... pretty amazing stuff.
27291,adapting book written set bloody thing not. see year old mores values tend not play well ring true far road. simple rule hollywood habitually keeps violating. problem film. set era written. would think would brainer nooo. would elaborate bmacv comment spells quite well. limit commentary rachel ward. looks like dieted ass completely existence role. result looks like crack ho chemotherapy sexy gay leather couch drag. found could die moment look quite disconcerting greatly detracted supposed hotness sexual tension film intended create. film quite good.
15673,family mother patricia clarkson father jake weber son erik per sullivan go family get together remote house middle winter. accidentally hit deer driving. angers locals especially otis john speredakos things slowly slowly go wrong.i expecting worst started watching. bulk reviews site extremely negative. well ... disagree. first not horror film. horror not even begin closing minutes. plays like family drama horror elements thrown. level pretty damn good.first bad stuff pace way slow jake weber horrible actor way many false dream sequence scares wendigo barely figures film clear view get wendigo end laughable.the good stuff pretty good dramatic script clarkson excellent mother great direction eerie sound effects little scary pretty explicit hot sex sequence clarkson weber actually necessary integrity plot! pretty good acting sullivan time! speredakos completely unexpected tragic ending.i think many people annoyed film pushed horror film not. ignore think might like. giving.
17624,denying. sci fi tv difficult. many problems genre brings. like need good budget solid writing decent acting. perhaps budget script writing departments feel attempts failed. surface succeed? not completely most.the way see good sci fi show not really need lot cgi work need ton money. needs capacity create larger life feeling. feeling meets eye something make curious willing try figure going end. adding pieces puzzle sometimes saying aha! makes breaks show like one. surface couple flaws. first basic premise not exciting could revealed story exciting daring hoped beginning. also tv feeling present much time. way crappy cgi ranges decent awful rather shifting quality acting department. also feels sometimes bit family oriented takes edge sometimes becomes almost cutesy. aside flaws enjoyable show. maybe not spectacular sci fi shows. manages keep interested whole season offers couple nice cliffhangers shows well. ending not appealing. not like shows end without ending speak leaving story unresolved. especially unfortunate case since show seems canceled first season yet undecided .hbo benchmark quality television. series best actors best production values solid writing. not hbo quality good. good enough want another season without doubt.
46683,although aspects seven pounds solid interesting narrative style gabriele muccino project rather mediocre. movie becomes sappy manipulative move toward end hearts human emotional eyes physical metaphorical. seven pounds amateurish imitation alejandro gonz lez rritu amores perros grams lots lots flashbacks. problem story quite predictable easily movie. bad seven pounds could authentically good ben emily put right hands.
34330,reviewing film go experiences weekend warrior basic training july august september garden spot earth fort polk louisiana. take high ground not anything like remember basic training.but one remember time post korea ended stalemate conventional war knew. not vietnam jungle guerrilla war kept pouring draftees endless pit. draft time unwelcome accepted still necessary country defense.richard widmark veteran korea assigned state side train troops go overseas. film one training cycles men platoon train. usual kind would find war film previous decade. one thing praise take high ground fact mgm recognized army integrated one presence william hazard black recruit platoon. keeping spirit times changing.but say recruit like russ tamblyn would cured smart mouth day one. richard widmark would not risked death becoming eunuch order give jerome courtland confidence weapon. way would worried much robert arthur deserting. let mps deal him.of course shot around fort bliss el paso texas give take high ground good authenticity. view army recruiting film certainly understand government eagerly gave cooperation back day.i remember drill sergeants little conflicts could pick not worried getting case something percent time. ai not way karl malden would slugged widmark open training front several witnesses among recruits. would realized would undermined authority something military not let happen.i wish could said something better take high ground certainly like talented cast talented director richard brooks even silly theme dimitri tiomkin ned washington fresh oscar year high noon. film actually got oscar nomination best screenplay story millard kaufman. must kaufman vivid imagination.
13150,got hold discount copy. seen several years ago. recent experience mystery science theatre soundly spoofed. one never really gets chance get movies byplay. love beginnings fifties horror movies. give us pompous lecture defense systems near arctic. protect us expected soviet invasion come handy given threat large insects. particular one flies. reason despite exoskeleton made stuff grasshoppers made still fend air air missiles disable fighter planes. anyway fun first obligatory deranged case saw flying thing cooling heels hospital teaches one see insect big house keep mouth shut. wonder poor guy got go home found bug.otherwise pretty ordinary effort. follows usual efforts come way dissuading stubborn bug leaves us open possibilities russians next time. still get kick films one serviceable.
33198,john knowles modern masterpiece separate peace one many subtle subtly watch word themes love hate jealously denial regret. version attempt address style book love story war looming background. version not use subtly overtness portrayal story. staring face read novel love story yes maybe arguable gay love story. novel film version sexual undertones everywhere writings dialog.in showtime film version tensions omitted actors late twenties playing teenagers caused mature acting taking away tenderness hesitation innocence youth.i not like remake reasons. hair broke camels back phineas given surname letters received draft boards! finny character not needs last name. john knowles intentionally.though accept version acting times little amateurish attempted sincere novel shooting location phillips exeter academy devon acedemy based also writer john knowles attended student.the directors producers took teenage exeter students exception parker stevenson attended brooks school play paramount film! class act preppies compared canadian college shot played adult actors politically correct platonic version. veto sham try. film version john heyl parker stevenson real deal separate peace screen. showtime film made cable version not.
18442,doubt rampling gorgeous classic beauty young. manages appear simultaneously sophisticated poignant. two male foils act well. seen flic allamerican trying artsy not hollywood shooting beautiful sh ots french riviera three pretty young people cute old ca r. enjoyed view actors nature movie boring pretentious trying opposite.
29050,movie amusing utterly sarcastic view pop culture producers thereof. impressed photography consisted vivid colors spin doctored settings especially think zukovic first large scale attempt.one warning not take movie message seriously. not mass consumption not compliment. message somewhat stylized post college neophyte view society.i enjoy basic plot line fictitious zine editor verbally whipping mobocracy.
27705,film blanc classic tale smoldering passion achieved well deserved legendary status one screen greatest sagas doomed hopeless love. pervasive ongoing progressive magnetism judge reinhold name sure set many viewer heart flutter memories one first crush. brilliant screenplay dangles embryonic affair front enraptured audience sitting transfixed abstract almost expressionist cinematography deep focuses surface desires ebb flow principals. cut sexual tension dull tire iron. tiny drop perspiration end nose catches bright sunshine leaves doubt significance. scenes like abound bear watching. jane eyre rebecca masterpiece often compared closeups actors faces experience slow dawning great love not haunt forever. classic rc soundtrack score creative unique use solo synthesizer emphasizes emotion drips throughout like leaky crankcase.if criticisms mentioning consider minor flaw dared risk wrath millions fans hold classic dear hearts would say hallmark runaway car sense mounting sexual tension briefly broken highway scene repeated viewings seems bit overlong probably even unnecessary? eternal bittersweet tale love interrupted.dare advance perceive tiniest flaws critically acclaimed triumph modern cinema? citizen kane rosebud. . . runaway car catchword well. perhaps film could opened extreme closeup judge reinhold saying something car extension owner! rest storyline could dedicated parsing every syllable subtlety nuance phrase. plot line done film could topped titanic golden globes year convinced.my one regret? not read novel first.
41376,movie one best club scenes good soundtrack like techno trance music situations main character carl begins take drugs example little reality plot entertaining characters little shallow ... would not recommend see film not like techno musicfor plot acting alone movie really cool special effects club scenes soundtrack would want go movies hear nice tracks grab little club feeling .the special effects sometimes hidden sometimes clearly visible. i.e. fast moving clouds sun moon morphing background morphing cuts one enjoyed much shame dancefloorcinema
14736,lot people not think dan aykroyd funny. movie proves otherwise. aykroyd brilliant delivering one liners comedy. major problem wastes far much time near end jumping back forth aykroyd character doctor pursuing prove fraud. doctor goes nuts like doctor leo marvin richard dreyfuss bob? . scenes doctor desperately trying get back los angeles silly unbelievable unfunny. aspect movie really funny especially first half.
22292,simon wests pg thriller babysitter gets disturbing prank calls sitting mansion neither original exciting enough called good film. although elements suspense good eye candy decent characters film another know last summer falls short taken seriously. performances alright nothing special flick say skip unless looking mediocre movie find better films lifetime sometimes okay maybe not lifetime least usa somethin haha....
25260,every time watch show want turn curse makers wasting time week week. dialogs monologues rather everybody rants endlessly nothing becoming tedious. example episode watched yesterday began seemingly unending rambling particular dish forgot pasta meatballs perhaps always manages turn gilmore family dinner war. seconds so.so seems every time lots lines absolutely zero content. scripts use must enormous.but every something happens. babbling stops suddenly wonderful silent emotional moments. example week lorelai breakdown estate agent. thought best piece tv seen long while.almost makes everything worthwhile.
34796,start finish laughed real hard throughout whole movie. amazing groove tube possibly granddaddy yet raunchiest comedic skit movies.this way enjoy watching tv without bored flipping channels suffer insomnia! minutes weird strange humor never stops! think nonsense laughing help enjoy life easier! way way better comedy central prime time show! favor trash soft lame romantic comedy movies wastebasket! better yet tell box office manager want groove tube back big screen!
30293,geordies ... salt earth characters ... bricklayers ... beer ... geordies ... happy go lucky ... adventures working abroad ... salt earth characters ... warm wonderful people ... tyne bridge tear eye ... brown ale ... salt earth characters ... cute little red indians children newcastle united tops ... emetic ... geordies ... salt earth characters ... etc etc etc .... please. poor. know better timothy spall. not paid much.as jimmy nail. well kindest thing said every bit good actor singer writer. come jimmy joke. crocodile shoes ownpender funny unfortunately not think supposed. auf wiedersehen pet opposite applies.
37199,turned see incredible ethel waters whose autobiography reading. admit jaw dropped pork chops watermelon references started rolling people not look movie stereotypical racist piece. pretty much short film made blacks blacks time entertainment industry quite segregated stereotypes people involved jokes time old trends exaggerated humor. see modern black movies thing new trends stereotypes ho hood. think look back eighty years would find today movies look racist. viewers appreciate film talent waters pint sized sammy davis jr. taps contemporary shirley temple looks remarkably facially adult. everyone involved film clearly lot fun making. not enjoy instead think?
34975,movie displayed racial hatred jews david mamet havehave ever encountered american film. sterotypes top ability continue watching died. disappointed joemantegna calling bunch men sitting new york jewish center cleaning weapons heros common sense prevailed stopped. deeplydisturbed concept jews not americans different. suggest mr. mamet one causes hatred not healer.
34439,frankly surprised little done film columbine massacre. not major documentary puzzling. fortunately graced talent ben coccio directed zero day gus van sant equally fine elephant. two different takes event common idea real cause massacre always mystery something ultimately baffling unknowable motivations two killers actually drove carry beyond fantasy horrible reality. zero day purportedly made videotapes made shooters found event absolutely riveting. even know going still harbor hope not go ... tension final minutes movie excruciating. film terrific top bottom director script not much improvised though appears spontaneous two lead actors supporting players well. one aspect zero day troubled. okay not fathom shooters would certainly one contributors anger. yet boys not really seem angry. may say things indicate fact not convince something inside compelled kill innocent people. still leaves sense why??? director coccio wants. anyway rent buy movie creep stay long time. blair witch folks could wish kind success guys making mock documentary.
22269,based michael life till. flex alexander good performance looked nothing like michael. feel michael portrayed stupid person not believe even though trusted wrong people times. thought flex alexander looked chinese made michael look white. think latoya portrayed always pictured brother. never thought supporting cast looked like counterparts. things inaccurate lisa marie presley son looked wedding scene even though not yet lisa michael got married. also michael says mother katherine thinks debbie marry carrying child katherine idea two get married.
19681,movie really genuine random. really hard find movies like bunches movies hollywood. really enjoy watching movie bought dvd tuesday week watched times. love spanglish accent paz really cute. acting morgan funny natural.my movie taste might really different others say really love movie simple best ! learned something life movie well least usa life ... life really random ... sometimes u meet someone pass life friends coincidently u not spend much time maybe u enjoy u never meet time u together really unforgettable. keep moments mind grateful nice memories ... movie might cheap making price meanings totally not cheap. rarely learn anything movies exception.
18683,actress ruth roman real life philanthropic gesture help entertain troops arriving leaving korean war air base near san francisco jump started star warner bros. salute patriotism song. many celebrities make guest appearances love hate romance develops budding starlet painfully green skinny air force corporal ron hagerthy looks like delivering newspapers bicycle. seems corporal fooled actress thinking battle actually part airplane carrier crew flying honolulu would think would happy staying harm way instead acts like childish females movies. doris day around first thirty minutes distinct laugh plucky song numbers pleasant. roman also looking glamorous james cagney pokes fun screen persona gordon macrae sings handsome baritone. jane wyman sings hospital bedside reprise following doris day lead causing one wonder run sets? undemanding viewers interesting flashback another time place. still low rent production adequate technical aspects render starlift strictly second biller. from
45297,not mind socially retarded person says show hilarious. shows lot single men bar atmosphere also shows women not gullible men think. contest aspect really cool original. not standard reality show used days.give chance everyone one episode finally canadian programming not absolute crap. canadians normally get bon cop bad cop corner gas. come people show not prudish previous reviewer.way go comedy network giving new show chance. panel funny contestants far pretty good.
11429,trapped buried alive brings us resort opened soon close.we start guy gear blowing drifts avoid possibility avalanches. somehow not make sense. anyways blow away one particularly big one notices resort open. despite best efforts higher authority tells day over.soon everyone expects avalanche hits.look not going reveal say b movie designed family channel saw fact commercials proves b movie anyways pretty decent film partially unreal.firsthand people buried ice snow buried. not traced powder. cd screwdriver? not possible. finally not stress enough explosion not stop avalanche guaranteed.furthermore worth rental tv viewing not owning. .the movie rated pg maybe received something little strong. boy nearly loses foot elevator leg cut around ankle guy toasted electricity diesel weight room dead people laying around.enjoy.
19891,viewed detention last night liked saw. cool fun movie.dolph looked superbly cool bike.he also looked good movie compared recent movies.he pretty good shape.the story ok actors also passable.i would not call movie best still good movie.but also share problems. first one way bullets flying everywhere even fired point blank range missed target.they shown ppl escaping bullets better way. another problem way students swearing. dont know school students swear front teacher even classroom. third problem bad guys numbers. bad guys. last problem definately fact set looked cheesy due small budget. overall movie good movie.i enjoyed it.i would recommend others watch. p.s. u r dead beat cop. one liners alsocool
24560,arahan adds nothing positive kung fu genre. compare confused motion picture inspired craziness quality stephen chow films mistake.firstly fight scenes nothing new. presented done better likes yimou zhang tony jaa jackie chan. fights intelligent motion pictures need logic. seems point serving blows damaging effect matrix sequels.the attractive female lead yi yoon captivated screen never convincingly conquered physical demands role ziyi zhang done easily house flying daggers. martial arts background serves well kung fu movies. cast actors inexperienced skills serious mistake see aya ueto asumi unless talented director arahan proves seung wan ryoo not.
46830,creep new horror film without doubt please many genre fans simply point unscrupulous! many genuine shock moments whole lot repulsive gore sequences rare claustrophobic tension. not got logic solid plot tell truth not bother one second. end credits start roll still many unanswered questions ponder director writer christopher smith debut seemly preferred fully focus tension adrenalin rushing action instead long soporific speeches theories could explain existence creep london subway. story revolves young haughty kate leaves party order go meet famous actor george clooney town present new film. falls asleep subway misses last train finds trapped underground subway network. things really get terrifying encounters mad raving lunatic lives old tunnels kills kidnaps people experiment upon. even experienced homeless people security guards sewer workers not rescue ravenous monster! really dug creep character! nauseating hideous primitive strange way fascinating. christopher smith leaves us clues hints merely viewer guess vile creature origin background. reckon not original sure many people not appreciate lack content forgive smith think better way going top completely jeepers creepers style particular film started great well soon creeper identity clear turned mediocre horror effort. obvious aspect love outrageous gore! severe butchering going film make well sound effects convincing. ominous setting abandoned london subway night effectively used. also acting talent present film franka potenta run lola run returning graphic horror nearly five years cool german film anatomie. creep terrific entertainment undemanding mood christopher smith definitely director keep eye. make sure not take subway right watching film...
46703,showtime falls somewhere north critics saying little south expected months ago first heard eddie murphy robert di niro teaming comedy. overall pretty good! real life crime cops go plot matter pretty illogical duh comedy. also special effects chases aerial shots skyscrapers blowing present lower key schwartzenegger movie found bit tiresome overdone. sensibilities aside pyro techno hyper effect stuff getting really old past years. seemed lame substitute characterization story engaging emotions. hope lesser quantity showtime indicator trend hollywood. trend downwards less use silly less use exploding building.di niro murphy two favorites. screen presence charisma even character depth joy behold many years. not dismissed engaging actors entertaining appealing movie. not put finger perhaps explosions excessive fx diminished final product??? perhaps perhaps something else combination factors gives one sense movie not achieve highest potential. whatever showtime entertaining probably buy dvd comes vibe nonetheless not could. least not hoped for.very good movie not great movie. gave.
35071,many people tried make movie identical story heart darkness. movies based heart darkness like apocalypse. nicholas roeg directed film exactly like book. heart darkness movie almost exactly identical book. movie full action adventure. heart darkness journey seaman named marlow sails along congo river meet super powerful ivory trader mr. kurz.heart darkness movie exact beginning setting book. takes place boat thames river marlow telling story four men boat called nellie. whole movie flashback marlow journey see mr. kurtz congo river. marlow works belgian company trades ivory along congo river. tells account company office maps saw office.marlow sets steamer africa. arrives central station receives orders general manager. general manager tells marlow mr. kurtz ivory trading marlow would. marlow soon finds general manager not fond kurtz fears kurtz replace. marlow waits around central station months ship wrecked getting repaired. marlow sees harsh treatment enslavement africa central station. ship finally repaired marlow another african character named mfumu crew members set sail marlow steamer mr. kurtz.along congo river attacked african natives wilderness. marlow crew attacked african natives end shooting killing mfumu. marlow finally arrives kurtz station meets russian explains might glory kurtz. marlow led kurtz station home. sees many maps pictures kurtz painted. finally kurtz enters room begins tell marlow done africa talks mistress. marlow soon finds kurtz insane power africans hail god. marlow becomes angry harshness enslavement sees africa. marlow finally meets kurtz kurtz begins die. kurtz deathbed called marlow room. kurtz life begins flash eyes last words horror horror. marlow returns europe see kurtz fianc marlow tells kurtz last words name hide darkness kurtz life.heart darkness directed well formed adventurous movie. recommend anyone watch movie full action mystery. movie slow times really interesting. heart darkness really broaden mind teach lot interpret different scenes.
26600,david bryce comments nearby exceptionally well written informative almost say everything feel darling lili. massive musical peculiar blown produced must caused ruptures paramount. cost million dollars! simply irresponsible. darling lili must greenlit board meeting said hey got pink panther guy sound music gal ... lets get handed blank cheque. result hybrid gigi zeppelin half sixpence mgm song dance numbers style daisies boaters! hopelessly old fashioned like musical porridge mata hari dramatics. production colossal lush breathtaking view rest ridiculous romance julie looking befuddled hudson already dead mistimed comedy astoundingly boring songs deaden spectacular film irritating. lili like twee mega musical vulgar bits spice. star! released year sadly crashed finally appreciated excellent film genuinely ... andrews looks sublime mature especially last half hour ...... lili poppins dolly frilly believe really killed mega musical binge ..... made andrews look like poppins ... believe not edwards intention. paramount must collectively fainted saw another dollar million festering catch dollar million clear day dollar million paint wagon .... financial abyss cleopatra proportions dollar million tied films uncertain futures. maybe asked seer daisy gamble clear day ...... lili popular immediate first release australia ran mm cinemas months failed subs sticks ever surfaced one night stands clear day sunday night double. thank god paramount simple dollar million yes one million dollar film love story dollar million dollar gangster pic godfather also ready recover dollar million next two years .... dollar .... incredible!
28556,ok paris hilton sucks typical malibu barbie rest actors great! watched film last night totally kept going thru whole film. chad michael murray sooooooooooooooooooo hottttttttttttttttttttt ace actor. total hero man. main girl sister nick chad brilliant actress. thumbs. think different films days go psychopath possessions ghosts theme wax! totally got creepers wax models house although looked real. still not got story twins moment waiting get dvd watch. thumbs great film! . people not like please not bother criticise opinion mostly everyone thinks cool. also think paris scene strips underwear totally inconvenient. not get dog shagging cat .. entertaining. paris death scene came thought poor still kept running although knife went foot. hmm .. interesting. ! chad way!
47234,well would lying said could easily rival spiderman batman movies. still appealing moral value. first bought vhs son years old immediately became favorite. wife avid supporters robert townsend since used credit cards finance first movie hollywood shuffle. true needs take advantage talents knowledge technical advisors make films believable movies still fun.meteor man provides hero urban contemporary feel. always felt superheroes would not provide scenarios depicted comics. meteor man realistic hero real problems car broken bad neighborhood local drug dealing gangs using children distribution etc. scope mission stayed pretty much within community.what found truly entertaining outside james earl jones young forever performance neighborhood responded newly discovered powers. not long full agenda lined without input course. hilarious hear offer lend communities extended families lived.yes plot weak movie predictable bad acting continuity rotten ranks kids. robert townsend works bring movies home speak. doubt ever truly recognized talented actor producer director truly always love efforts.one point ponder film find amusing throughout entire battle simon one bothered call police???? also mother father know watch son fight window? mother would right scrapping side toe toe. dad would loading pistol. lolrent check. worth seeing least good fans sinbad luther vandross bill cosby big daddy kane etc. great job cameos robert!
13075,realize living western plains wyoming brutal fact probably still brutal today monumental enough transform seemingly made tv movie? also women rights still budding nation time find independent woman determined start fresh harsh territory still show realism era would make good viewing? honestly not know. thought film past two days still not seem muster strength say horrible film yet truthfully tell not greatest ever seen. several hodgepodge styles acting two mismatched actors playing devoid emotion character gruesome pg rated scenes ever come late cinema hard fully get good grasp heartland. good? bad? may view decide moments enjoyed desperately hated! film continues struggle mind interesting scenes. scenes not sure director direction headed somehow still seemed work well whole. thought story whole interesting historical tale. not know much living wyoming especially early film captured image mind. thought cold winters neighbors miles upon miles polaroid esquire view untouched corporate america. refreshing witness sheer breathtaking experience though television. scenes really stood mind like cattle branding scene pig slaughtering scene saddening homesteader not survive journey brought true sense realism story. director richard pearce great job bringing view wyoming viewers not sure brought decent players accompany view.while constantly compliment scenery film trouble coping actors seemingly walked set read lines cards side. rip torn seemed place role clyde stewart loner somehow finds connection conchata ferrell elinore randall. two actors chemistry. scenes share together pointless honestly void emotion. pregnancy scene nearly stitches way two veteran actors portrayed. brave elinore get child clyde gives approving nod done. love? supposed love? not know think stronger characters would seen stronger bond torn ferrell felt like two actors playing parts. scenes seemed struggle mind ones like frozen horse knocks door food shelter constantly fading growing compassion clyde elinore daughter not believe lack true winter struggle entire land scene. land scene especially needed explanation elinore clyde would build house married! simple events taken time explore would made stronger film.overall go middle road feature. definitely elements explored deeper relationship two strangers ultimate homesteading goals elinore countered beautiful scenes nation. panoramic scenes span years changes vast mountains enormous skyscrapers. brilliant scenes realism starring cattle pigs felt needed. depth key element lacking film overshadowed marginal acting diminishing story. pearce could dove deeper untapped world instead left open loopholes clich western characters. ferrell carried torn completely miscast. decent viewing not picked me.gradeof
17838,girlfight came reviews praised not get around seeing. finally saw got released video understand glowing reviews.the movie opens high school middle ghetto. quickly get introduced student diana guzman michelle rodriguez. bad ass expression face idea diana might derive expression soon gets corroborated gets fight. diana gets trouble meet father aggressive type right clearly not totally blame diana attitude.but movie really picks new thought germinates diana mind boxing way escape grim existence. older brother already gotten boxing father likely not approve. diana decide do.just first minutes alone identified gritty non hollywood movie brief appearance john sayles supporting role truly affirmed. even get boxing scenes feel like getting pounded face seeing ugly life diana lives. finally arrive film main story turning back.all definitely recommend movie. admit using boxing means show someone trying make something sort clich cinema many years rocky million dollar baby still think great job. fact may brought genre apex. really good. bad michelle rodriguez wasted hollywood movies one.
12800,funny thing. charlie sheen donald sutherland sam waterston stephen lang incredible performances. forget sheen callow naif wall street sutherland cynical korean war surgeon mash? waterston lang also successful tv film careers law order killing fields de niro tribeca etc. world would fine actors stink bomb like this?shadow conspiracy plot washington coup etat not really bad unoriginal maybe not bad. sure done seven days may fine film! little tweaking could still entertaining. shadow conspiracy main problem execution. early film sheen political strategist extreme ridiculously implausibly resolves potential public relations gaffe blackmailing congressman. later gunplay lang mute hitman tearing half supposed georgetown explained news gang wars. anyone remotely associated film ever lived day washington? sheen years young way way young senior white house administration. sheen response avert political crisis ladened false machismo looks though attended david hasselhoff school acting. last time gang wars spread georgetown? talking section washington citizens voted against metro stop could maintain exclusivity.i agree another reviewer film would unbearable without fast forward button. taped hbo year ago took separate viewings plod it.in summary not buy film. not even rent film. see blockbuster run away fast.
45520,boom garnered something reputation. heavyweights taylor burton noel coward tennessee williams joseph losey one might tempted think bad could? well lot worse could possibly imagine.the sad disturbing fact boom seems signal decline fall aforementioned heavyweights. director joseph losey plummeted depths modesty blaise boom may wish add secret ceremony managed recuperate create best work wonderful go .saddest work tennesee williams. mid forties early sixties williams penned number plays gained classic status remaining theater repertory throughout world many becoming much praised films. william muse deserted probably owing notorious substance abuse deserted good. williams best actor dream providing many unforgettable performances. ava gardner deborah kerr ever better night iguana? taylor particular shone cat hot tin roof suddenly last summer. anecdote supposedly taylor asks john gielgud whether would teach play shakespeare replied teach play tennessee williams. gielgud seen boom would held tongue. taylor simply never worse turning cringe inducing performance. despite face photographing well decidedly podgy. besides physical decline time onwards would basically lose credibility serious actress string completely forgettable worse roles credit.much could said burton. following short lived theatrical stardom won fame fortune hollywood. body work point onwards would unremarkable say least.noel coward long ceased force theater drawing room comedies replaced likes williams british angry young men. seems enjoying camping barely manages amuses man claimed talent.the cast member maintains dignity young joanna shimkus years would forego promising screen career become mrs. sidney poitier. boom reeks self indulgence simply control. rather sad pointer careers gone wrong rather camp fun fest suggested.
49615,spheeris used documentary push stereotype punks. documentary biased guided not objective. cutting techniques jump interview interview may used take spoken word interviewees context. watch film sticking idea comes interviews punks pretty dumb. band members punks seem low intelligence unable explain motives give detailed coherent answers even answers. highly doubt interviewed knew spheeris creating saw final product would allow included project. film puts punks bad light making seem unintelligent simple minded. spheeris film not taken representation l.a. punk scene. want see good punk documentary watch another state mind featuring youth brigade social distortion.
